class_type,title,alt_labels,description,skill_type,source
Skill,Filemaker (database management systems),FileMaker Pro;FileMaker Go,"The computer program FileMaker is a tool for creating, updating and managing databases, developed by the software company FileMaker Inc.",knowledge,ESCO
Skill,film music techniques,techniques of film music;music effects for films;film music effects and techniques;film music effects;techniques for film music,Understand how film music can create desired effects or moods.,knowledge,ESCO
Skill,Filmora,,Video editing,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660095
Skill,Flipnote Studio,,2D animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_2D_animation_software
Skill,Flipnote Studio 3D,,2D animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_2D_animation_software
Skill,Flutter,,Portable UI toolkit for application development,knowledge,GoogleSheet 'Free Software for the Creative Industry' accessed Tue 14th Apr 2020.  https://docs.google.com/spreadsheets/d/19fL3JD0v-AfuTdAdY9r4mlxb2OyUZZvx8lW31VE9Q2A/edit#gid=2051660096
Skill,Flux,,3D modeling/animation,knowledge,Wikipedia - https://en.wikipedia.org/wiki/List_of_3D_modeling_software; https://en.wikipedia.org/wiki/List_of_3D_animation_software
Skill,follow ethical code of conduct of gambling,follow gambling's ethical code of conduct;follow ethical code of conduct of betting;follow ethical code of conduct of lottery,"Follow the rules and ethical code used in gambling, betting and lottery. Keep the entertainment of players in mind.",skill,ESCO
Skill,follow the news,following the news;stay up to date with the news;keep abreast of the news;keep up with the news;keep track of the news;keeping up with the news;follow news,"Follow current events in politics, economics, social communities, cultural sectors, internationally, and in sports.",skill,ESCO
Skill,follow time cues,plot time cues;following time cues;time cues to be followed;plan time cues,"Observe the conductor, orchestra or director and follow text and vocal score to time cues accurately.",skill,ESCO
Skill,follow up online user requests,address online user requests;conduct activities to meet requests of website users;assess feedback from online users and implement activities to meet their requests;address requests of online users;follow up requests of online users;implement activities to address online user feedback;conduct activities to address online user feedback;conduct activities to meet requests of online users;follow up website user requests;follow up requests of website users,Take feedback from online visitors and take actions that address their requests according to their specific needs.,skill,ESCO
Skill,food plant design,food plant arrangements;food plant developments;food plant designs;design of food plant;design of food plants;food plant layouts;food plant models,"Contribute to food plant design by assessing the processes, facilities and equipment needs, including monitoring activities and control.",skill,ESCO
